X,Y,Z,Value,Grade,Rock_Type,Extracted
0,7,3,-8.0,0.0,waste,False
0,7,4,52.930297127569105,2.7463854713176983,ore,False
0,7,5,-8.0,0.0,waste,False
0,7,6,48.11772342928257,2.1587544227701394,ore,False
0,7,7,52.86464411339989,1.8718344734164656,ore,False
0,7,8,-8.0,0.0,waste,False
0,7,9,-8.0,0.0,waste,False
0,7,10,96.97433770780287,1.0931227187420005,ore,False
0,7,11,-8.0,0.0,waste,False
0,7,12,-8.0,0.0,waste,False
0,7,13,-8.0,0.0,waste,False
0,7,14,-8.0,0.0,waste,False
0,8,0,-8.0,0.0,waste,False
0,8,1,-8.0,0.0,waste,False
0,8,2,69.41726424475468,1.1630059192043136,ore,False
0,8,3,117.84084438019563,1.482744311666901,ore,False
0,8,4,-8.0,0.0,waste,False
0,8,5,-8.0,0.0,waste,False
0,8,6,-8.0,0.0,waste,False
0,8,7,-8.0,0.0,waste,False
0,8,8,-8.0,0.0,waste,False
0,8,9,-8.0,0.0,waste,False
0,8,10,97.79616922092043,1.2019309061021397,ore,False
0,8,11,91.63778367257342,0.9427766985176224,ore,False
0,8,12,-8.0,0.0,waste,False
0,8,13,-8.0,0.0,waste,False
0,8,14,-8.0,0.0,waste,False
0,9,0,41.236529322309394,2.8207964064693134,ore,False
0,9,1,117.33238552349356,2.909049942723132,ore,False
0,9,2,-8.0,0.0,waste,False
0,9,3,70.80781828815402,2.627841678792142,ore,False
0,9,4,53.5594197348874,1.8920031561458752,ore,False
0,9,5,-8.0,0.0,waste,False
0,9,6,-8.0,0.0,waste,False
0,9,7,-8.0,0.0,waste,False
0,9,8,89.20057813593358,2.975134625260658,ore,False
0,9,9,81.46637218909893,2.6934326798198884,ore,False
0,9,10,-8.0,0.0,waste,False
0,9,11,-8.0,0.0,waste,False
0,9,12,-8.0,0.0,waste,False
0,9,13,-8.0,0.0,waste,False
0,9,14,-8.0,0.0,waste,False
0,10,0,-8.0,0.0,waste,False
0,10,1,-8.0,0.0,waste,False
0,10,2,-8.0,0.0,waste,False
0,10,3,-8.0,0.0,waste,False
0,10,4,-8.0,0.0,waste,False
0,10,5,-8.0,0.0,waste,False
0,10,6,-8.0,0.0,waste,False
0,10,7,-8.0,0.0,waste,False
0,10,8,-8.0,0.0,waste,False
0,10,9,-8.0,0.0,waste,False
0,10,10,-8.0,0.0,waste,False
0,10,11,-8.0,0.0,waste,False
0,10,12,-8.0,0.0,waste,False
0,10,13,86.26241127969392,0.5898556844918552,ore,False
0,10,14,-8.0,0.0,waste,False
0,11,0,-8.0,0.0,waste,False
0,11,1,87.26666084552086,0.5762506248476236,ore,False
0,11,2,105.80804485277268,1.4004766035281573,ore,False
0,11,3,81.77946080438434,2.424983882746527,ore,False
0,11,4,89.83123806552001,0.71336866248442,ore,False
0,11,5,82.50837052545184,1.8515878040252665,ore,False
0,11,6,-8.0,0.0,waste,False
0,11,7,-8.0,0.0,waste,False
0,11,8,-8.0,0.0,waste,False
0,11,9,-8.0,0.0,waste,False
0,11,10,103.61489558149628,1.1770806281551855,ore,False
0,11,11,-8.0,0.0,waste,False
0,11,12,42.0280594732366,2.906621036694813,ore,False
0,11,13,-8.0,0.0,waste,False
0,11,14,-8.0,0.0,waste,False
0,12,0,53.86354560566766,0.8910926066777152,ore,False
0,12,1,83.93813317648963,2.286489806750156,ore,False
0,12,2,-8.0,0.0,waste,False
0,12,3,116.38922245305552,2.344742291739421,ore,False
0,12,4,-8.0,0.0,waste,False
0,12,5,-8.0,0.0,waste,False
0,12,6,-8.0,0.0,waste,False
0,12,7,68.47781429210093,2.3946152761609225,ore,False
0,12,8,49.2858112405533,0.6150066050543819,ore,False
0,12,9,108.43684672088058,2.259144648450059,ore,False
0,12,10,-8.0,0.0,waste,False
0,12,11,79.32927000934659,1.683679426951414,ore,False
0,12,12,74.70813193903784,1.4962618359934337,ore,False
0,12,13,-8.0,0.0,waste,False
0,12,14,-8.0,0.0,waste,False
0,13,0,69.9690091701177,2.064649789285591,ore,False
0,13,1,-8.0,0.0,waste,False
0,13,2,-8.0,0.0,waste,False
0,13,3,-8.0,0.0,waste,False
0,13,4,45.645499792034386,2.106048195515789,ore,False
0,13,5,86.86204650187706,2.850575603562394,ore,False
0,13,6,-8.0,0.0,waste,False
0,13,7,-8.0,0.0,waste,False
0,13,8,-8.0,0.0,waste,False
0,13,9,-8.0,0.0,waste,False
0,13,10,-8.0,0.0,waste,False
0,13,11,-8.0,0.0,waste,False
0,13,12,-8.0,0.0,waste,False
0,13,13,-8.0,0.0,waste,False
0,13,14,-8.0,0.0,waste,False
0,14,0,45.54890407001323,0.7519450034435666,ore,False
0,14,1,47.55543686047427,2.207516933540892,ore,False
0,14,2,65.51805042350091,2.612188277423636,ore,False
0,14,3,105.15747860711488,1.2046369369335,ore,False
0,14,4,95.73897322913206,2.0723571169497097,ore,False
0,14,5,-8.0,0.0,waste,False
0,14,6,-8.0,0.0,waste,False
0,14,7,-8.0,0.0,waste,False
0,14,8,54.195163502377824,2.376536879102146,ore,False
0,14,9,-8.0,0.0,waste,False
0,14,10,-8.0,0.0,waste,False
0,14,11,-8.0,0.0,waste,False
0,14,12,-8.0,0.0,waste,False
0,14,13,-8.0,0.0,waste,False
0,14,14,-8.0,0.0,waste,False
0,15,0,-8.0,0.0,waste,False
0,15,1,-8.0,0.0,waste,False
0,15,2,100.06968542331978,2.386357185211706,ore,False
0,15,3,112.20423253436532,1.7631309311196428,ore,False
0,15,4,-8.0,0.0,waste,False
0,15,5,111.64185827969604,1.4730041968354075,ore,False
0,15,6,112.4305581135411,0.7282166919653339,ore,False
0,15,7,116.0049573640644,2.8765178673438903,ore,False
0,15,8,-8.0,0.0,waste,False
0,15,9,-8.0,0.0,waste,False
0,15,10,-8.0,0.0,waste,False
0,15,11,66.29316362959328,2.181296140192596,ore,False
0,15,12,-8.0,0.0,waste,False
0,15,13,-8.0,0.0,waste,False
0,15,14,-8.0,0.0,waste,False
0,16,0,79.55362437620651,0.6438969000416107,ore,False
0,16,1,-8.0,0.0,waste,False
0,16,2,111.01633462066398,1.3772875313801969,ore,False
0,16,3,51.43933456422687,2.4037765792936807,ore,False
0,16,4,-8.0,0.0,waste,False
0,16,5,46.72854448919979,2.2524228286478,ore,False
0,16,6,105.7488047432285,2.265605567891241,ore,False
0,16,7,46.78701712681536,2.9665989462529385,ore,False
0,16,8,-8.0,0.0,waste,False
0,16,9,-8.0,0.0,waste,False
0,16,10,-8.0,0.0,waste,False
0,16,11,-8.0,0.0,waste,False
0,16,12,-8.0,0.0,waste,False
0,16,13,-8.0,0.0,waste,False
0,16,14,-8.0,0.0,waste,False
0,17,0,102.17175327419494,1.8960106243395125,ore,False
0,17,1,112.50835080757888,0.7779937057653783,ore,False
0,17,2,-8.0,0.0,waste,False
0,17,3,77.4928513595301,0.6407581892045934,ore,False
0,17,4,49.40209974216839,2.123025755290159,ore,False
0,17,5,-8.0,0.0,waste,False
0,17,6,-8.0,0.0,waste,False
0,17,7,-8.0,0.0,waste,False
0,17,8,-8.0,0.0,waste,False
0,17,9,109.48793025515684,1.0589895962986315,ore,False
0,17,10,-8.0,0.0,waste,False
0,17,11,117.59030613661112,0.6078997798764403,ore,False
0,17,12,-8.0,0.0,waste,False
0,17,13,-8.0,0.0,waste,False
0,17,14,-8.0,0.0,waste,False
0,18,0,84.30834275210566,2.9232563390477475,ore,False
0,18,1,-8.0,0.0,waste,False
0,18,2,-8.0,0.0,waste,False
0,18,3,-8.0,0.0,waste,False
0,18,4,-8.0,0.0,waste,False
0,18,5,-8.0,0.0,waste,False
0,18,6,-8.0,0.0,waste,False
0,18,7,-8.0,0.0,waste,False
0,18,8,62.477055167378424,2.876028710191397,ore,False
0,18,9,-8.0,0.0,waste,False
0,18,10,-8.0,0.0,waste,False
0,18,11,-8.0,0.0,waste,False
0,18,12,55.0496927779009,1.6592460123499553,ore,False
0,18,13,-8.0,0.0,waste,False
0,18,14,-8.0,0.0,waste,False
0,19,0,117.95158461329332,2.9655268611990073,ore,False
0,19,1,-8.0,0.0,waste,False
0,19,2,-8.0,0.0,waste,False
0,19,3,105.10360157655587,2.2118279313846982,ore,False
0,19,4,112.8741747595074,2.5563431073079226,ore,False
0,19,5,-8.0,0.0,waste,False
0,19,6,-8.0,0.0,waste,False
0,19,7,-8.0,0.0,waste,False
0,19,8,-8.0,0.0,waste,False
0,19,9,-8.0,0.0,waste,False
0,19,10,-8.0,0.0,waste,False
0,19,11,42.10935795978016,1.441158417195124,ore,False
0,19,12,-8.0,0.0,waste,False
0,19,13,-8.0,0.0,waste,False
0,19,14,87.5304572281708,1.4522271415775538,ore,False
1,0,0,-8.0,0.0,waste,False
1,0,1,-8.0,0.0,waste,False
1,0,2,-8.0,0.0,waste,False
1,0,3,-8.0,0.0,waste,False
1,0,4,61.8725657544565,0.6409387416273178,ore,False
1,0,5,-8.0,0.0,waste,False
1,0,6,-8.0,0.0,waste,False
1,0,7,-8.0,0.0,waste,False
1,0,8,-8.0,0.0,waste,False
1,0,9,-8.0,0.0,waste,False
1,0,10,-8.0,0.0,waste,False
1,0,11,-8.0,0.0,waste,False
1,0,12,-8.0,0.0,waste,False
1,0,13,76.04353082480748,0.8228985378787375,ore,False
1,0,14,-8.0,0.0,waste,False
1,1,0,-8.0,0.0,waste,False
1,1,1,93.73605475246852,2.0453206011447396,ore,False
1,1,2,49.08460737597032,2.178932988981999,ore,False
1,1,3,-8.0,0.0,waste,False
1,1,4,-8.0,0.0,waste,False
1,1,5,-8.0,0.0,waste,False
1,1,6,-8.0,0.0,waste,False
1,1,7,-8.0,0.0,waste,False
1,1,8,-8.0,0.0,waste,False
1,1,9,-8.0,0.0,waste,False
1,1,10,-8.0,0.0,waste,False
1,1,11,42.30261410506712,2.3878431391840476,ore,False
1,1,12,-8.0,0.0,waste,False
1,1,13,-8.0,0.0,waste,False
1,1,14,50.90971804694158,0.5363616641697049,ore,False
1,2,0,87.19341494837064,1.4806101127493307,ore,False
1,2,1,112.33269555949988,1.370638667558251,ore,False
1,2,2,-8.0,0.0,waste,False
1,2,3,-8.0,0.0,waste,False
1,2,4,89.76693601822987,2.655909271866863,ore,False
1,2,5,-8.0,0.0,waste,False
1,2,6,114.12701001291956,1.7302907326988457,ore,False
1,2,7,76.7308604990609,2.950081438213693,ore,False
1,2,8,-8.0,0.0,waste,False
1,2,9,90.67206834533806,1.1003640469454827,ore,False
1,2,10,50.310377752851934,0.820114597394431,ore,False
1,2,11,51.106173811952814,2.1021868620080366,ore,False
1,2,12,67.65338266590905,2.7419710247650295,ore,False
1,2,13,-8.0,0.0,waste,False
1,2,14,-8.0,0.0,waste,False
1,3,0,55.38312150469366,0.6021715406661972,ore,False
1,3,1,62.287227122556686,0.942526210691867,ore,False
1,3,2,49.65086968804806,1.6519469200818144,ore,False
1,3,3,69.14158888384604,1.7585431771371425,ore,False
1,3,4,-8.0,0.0,waste,False
1,3,5,103.9528319127234,2.0697509737272695,ore,False
1,3,6,109.88628992854218,2.802181001329533,ore,False
1,3,7,62.1502118517763,2.5155031994826533,ore,False
1,3,8,-8.0,0.0,waste,False
1,3,9,56.747945866936824,1.426180256978455,ore,False
1,3,10,-8.0,0.0,waste,False
1,3,11,-8.0,0.0,waste,False
1,3,12,-8.0,0.0,waste,False
1,3,13,-8.0,0.0,waste,False
1,3,14,-8.0,0.0,waste,False
1,4,0,60.19495554752166,2.283373964711381,ore,False
1,4,1,-8.0,0.0,waste,False
1,4,2,-8.0,0.0,waste,False
1,4,3,-8.0,0.0,waste,False
1,4,4,75.79298934587638,1.831543166137558,ore,False
1,4,5,61.539458475950475,1.4432104077615566,ore,False
1,4,6,65.76633324665426,1.0286200174913616,ore,False
1,4,7,49.5809705455401,2.7263182018497374,ore,False
1,4,8,-8.0,0.0,waste,False
1,4,9,-8.0,0.0,waste,False
1,4,10,-8.0,0.0,waste,False
1,4,11,-8.0,0.0,waste,False
1,4,12,82.96852334548382,1.9671027950521975,ore,False
1,4,13,-8.0,0.0,waste,False
1,4,14,-8.0,0.0,waste,False
1,5,0,62.70207246389795,1.4077057409965876,ore,False
1,5,1,-8.0,0.0,waste,False
1,5,2,-8.0,0.0,waste,False
1,5,3,118.92121990343836,2.014437048392218,ore,False
1,5,4,48.1425978096323,0.88214784796083,ore,False
1,5,5,52.85450986076445,0.9664175601282644,ore,False
1,5,6,53.86988762358038,2.741913561566063,ore,False
1,5,7,81.96091116562037,1.5259920674741538,ore,False
1,5,8,-8.0,0.0,waste,False
1,5,9,71.82844792365933,2.9236760831884223,ore,False
1,5,10,-8.0,0.0,waste,False
1,5,11,-8.0,0.0,waste,False
1,5,12,53.67100699120527,2.1716080498110775,ore,False
1,5,13,-8.0,0.0,waste,False
1,5,14,-8.0,0.0,waste,False
1,6,0,-8.0,0.0,waste,False
1,6,1,101.55943465535496,0.9676093713938084,ore,False
1,6,2,74.03491508931334,1.7690259467111376,ore,False
1,6,3,49.18694597913628,2.026550106104082,ore,False
1,6,4,86.49905771380898,0.8859067881855058,ore,False
1,6,5,-8.0,0.0,waste,False
1,6,6,-8.0,0.0,waste,False
1,6,7,66.92834225551366,0.8360366923474356,ore,False
1,6,8,119.19681859119562,1.305884612436807,ore,False
1,6,9,-8.0,0.0,waste,False
1,6,10,94.52021777791434,2.4005696497242166,ore,False
1,6,11,-8.0,0.0,waste,False
1,6,12,-8.0,0.0,waste,False
1,6,13,-8.0,0.0,waste,False
1,6,14,-8.0,0.0,waste,False
1,7,0,-8.0,0.0,waste,False
1,7,1,-8.0,0.0,waste,False
1,7,2,-8.0,0.0,waste,False
1,7,3,98.46939801629154,2.8458511420525947,ore,False
1,7,4,45.3197013893422,2.3528016232251474,ore,False
1,7,5,-8.0,0.0,waste,False
1,7,6,-8.0,0.0,waste,False
1,7,7,103.62138494879122,1.004068300119361,ore,False
1,7,8,53.14126383447943,2.536436800578455,ore,False
1,7,9,-8.0,0.0,waste,False
1,7,10,-8.0,0.0,waste,False
1,7,11,-8.0,0.0,waste,False
1,7,12,-8.0,0.0,waste,False
1,7,13,-8.0,0.0,waste,False
1,7,14,-8.0,0.0,waste,False
1,8,0,70.15555435399261,1.656699464174016,ore,False
1,8,1,99.80875041410007,1.756800975231198,ore,False
1,8,2,111.96596586196549,1.4597280534330286,ore,False
1,8,3,-8.0,0.0,waste,False
1,8,4,-8.0,0.0,waste,False
1,8,5,-8.0,0.0,waste,False
1,8,6,115.18656988907802,2.0692701326785445,ore,False
1,8,7,51.14176581307098,2.48506297317574,ore,False
1,8,8,-8.0,0.0,waste,False
1,8,9,-8.0,0.0,waste,False
1,8,10,-8.0,0.0,waste,False
1,8,11,-8.0,0.0,waste,False
1,8,12,64.93776542364387,1.1212228495361645,ore,False
1,8,13,-8.0,0.0,waste,False
1,8,14,85.59117478970532,2.4061467143517263,ore,False
1,9,0,-8.0,0.0,waste,False
1,9,1,105.70058437376105,0.7765793423880181,ore,False
1,9,2,-8.0,0.0,waste,False
1,9,3,71.78298324482938,2.493238414448884,ore,False
1,9,4,58.34011161861132,2.3056314209826656,ore,False
1,9,5,-8.0,0.0,waste,False
1,9,6,-8.0,0.0,waste,False
1,9,7,-8.0,0.0,waste,False
1,9,8,-8.0,0.0,waste,False
1,9,9,67.65567948031355,0.9539942920035642,ore,False
1,9,10,-8.0,0.0,waste,False
1,9,11,-8.0,0.0,waste,False
1,9,12,-8.0,0.0,waste,False
1,9,13,-8.0,0.0,waste,False
1,9,14,-8.0,0.0,waste,False
1,10,0,86.89838656134378,1.764721697211165,ore,False
1,10,1,-8.0,0.0,waste,False
1,10,2,109.76991271553212,2.830295706209031,ore,False
1,10,3,-8.0,0.0,waste,False
1,10,4,-8.0,0.0,waste,False
1,10,5,-8.0,0.0,waste,False
1,10,6,-8.0,0.0,waste,False
1,10,7,86.10306881334506,2.01678761595714,ore,False
1,10,8,-8.0,0.0,waste,False
1,10,9,-8.0,0.0,waste,False
1,10,10,-8.0,0.0,waste,False
1,10,11,-8.0,0.0,waste,False
1,10,12,-8.0,0.0,waste,False
1,10,13,118.78729591698676,2.5972452161148354,ore,False
1,10,14,113.6673506093898,2.674740905155321,ore,False
1,11,0,-8.0,0.0,waste,False
1,11,1,-8.0,0.0,waste,False
1,11,2,44.38093110576251,1.3379931041147524,ore,False
1,11,3,-8.0,0.0,waste,False
1,11,4,66.67993373529154,1.4954217339773583,ore,False
1,11,5,-8.0,0.0,waste,False
1,11,6,-8.0,0.0,waste,False
1,11,7,67.75625615169821,2.343753120274371,ore,False
1,11,8,-8.0,0.0,waste,False
1,11,9,76.19516129061547,0.8521425509494996,ore,False
1,11,10,79.86942181915838,1.5473136237613698,ore,False
1,11,11,-8.0,0.0,waste,False
1,11,12,-8.0,0.0,waste,False
1,11,13,-8.0,0.0,waste,False
1,11,14,-8.0,0.0,waste,False
1,12,0,93.08298976133683,0.9450899171743784,ore,False
1,12,1,-8.0,0.0,waste,False
1,12,2,73.1699298981619,0.7133741701966096,ore,False
1,12,3,-8.0,0.0,waste,False
1,12,4,-8.0,0.0,waste,False
1,12,5,-8.0,0.0,waste,False
1,12,6,99.99683763193424,1.0247639827389643,ore,False
1,12,7,-8.0,0.0,waste,False
1,12,8,55.255017653093326,0.5913741696202373,ore,False
1,12,9,-8.0,0.0,waste,False
1,12,10,-8.0,0.0,waste,False
1,12,11,102.04220933560084,1.633222086870069,ore,False
1,12,12,-8.0,0.0,waste,False
1,12,13,-8.0,0.0,waste,False
1,12,14,-8.0,0.0,waste,False
1,13,0,-8.0,0.0,waste,False
1,13,1,54.55425043962169,2.6544640525337933,ore,False
1,13,2,-8.0,0.0,waste,False
1,13,3,61.6595738514843,2.1099988580975393,ore,False
1,13,4,42.03090845282759,0.8903814934154759,ore,False
1,13,5,-8.0,0.0,waste,False
1,13,6,-8.0,0.0,waste,False
1,13,7,57.75777295463595,1.0776869914701783,ore,False
1,13,8,-8.0,0.0,waste,False
1,13,9,48.32868655876591,2.4997902134329735,ore,False
1,13,10,92.21968862814998,1.0954569526168163,ore,False
1,13,11,59.453775279956325,2.3056673296391477,ore,False
1,13,12,-8.0,0.0,waste,False
1,13,13,-8.0,0.0,waste,False
1,13,14,-8.0,0.0,waste,False
1,14,0,-8.0,0.0,waste,False
1,14,1,63.45181842088106,2.7408395463027992,ore,False
1,14,2,46.84068246835744,1.0197156378650682,ore,False
1,14,3,54.51483480718379,1.9576039024242304,ore,False
1,14,4,111.413736886158,2.5436089043461023,ore,False
1,14,5,60.7538746745034,1.449231020418167,ore,False
1,14,6,-8.0,0.0,waste,False
1,14,7,89.93191262793073,1.5235291304781011,ore,False
1,14,8,-8.0,0.0,waste,False
1,14,9,-8.0,0.0,waste,False
1,14,10,115.87626455697252,2.409014485399402,ore,False
1,14,11,109.47743807183302,1.718577995623784,ore,False
1,14,12,-8.0,0.0,waste,False
1,14,13,-8.0,0.0,waste,False
1,14,14,-8.0,0.0,waste,False
1,15,0,61.494188750795686,1.8540855366521671,ore,False
1,15,1,-8.0,0.0,waste,False
1,15,2,51.14848592582593,2.5873255919982476,ore,False
1,15,3,-8.0,0.0,waste,False
1,15,4,-8.0,0.0,waste,False
1,15,5,61.78458612154952,0.5459766913686668,ore,False
1,15,6,-8.0,0.0,waste,False
1,15,7,86.12131804114028,1.185138051718015,ore,False
1,15,8,-8.0,0.0,waste,False
1,15,9,-8.0,0.0,waste,False
1,15,10,-8.0,0.0,waste,False
1,15,11,40.87966629267843,0.8422140751720182,ore,False
1,15,12,-8.0,0.0,waste,False
1,15,13,-8.0,0.0,waste,False
1,15,14,-8.0,0.0,waste,False
1,16,0,-8.0,0.0,waste,False
1,16,1,-8.0,0.0,waste,False
1,16,2,113.1529556739968,1.5469263122301828,ore,False
1,16,3,81.513416422627,0.6174149169376376,ore,False
1,16,4,99.04268931410964,0.7069966698128162,ore,False
1,16,5,-8.0,0.0,waste,False
1,16,6,71.14364912335813,1.2217343419267497,ore,False
1,16,7,97.52367241473964,1.2428042890579376,ore,False
1,16,8,-8.0,0.0,waste,False
1,16,9,-8.0,0.0,waste,False
1,16,10,-8.0,0.0,waste,False
1,16,11,-8.0,0.0,waste,False
1,16,12,-8.0,0.0,waste,False
1,16,13,42.494650804902776,1.1556601107495628,ore,False
1,16,14,-8.0,0.0,waste,False
1,17,0,79.7092997760989,1.992107122292223,ore,False
1,17,1,101.67297629966576,0.7664956328344295,ore,False
1,17,2,98.25510049628826,1.7387282905154962,ore,False
1,17,3,-8.0,0.0,waste,False
1,17,4,-8.0,0.0,waste,False
1,17,5,105.52818541393596,2.498539697422448,ore,False
1,17,6,-8.0,0.0,waste,False
1,17,7,87.21845334952697,1.402434742350067,ore,False
1,17,8,113.38508603697944,0.8420465772974035,ore,False
1,17,9,-8.0,0.0,waste,False
1,17,10,-8.0,0.0,waste,False
1,17,11,83.35207579026866,2.6823645896910207,ore,False
1,17,12,-8.0,0.0,waste,False
1,17,13,-8.0,0.0,waste,False
1,17,14,-8.0,0.0,waste,False
1,18,0,-8.0,0.0,waste,False
1,18,1,-8.0,0.0,waste,False
1,18,2,79.15399709145123,1.0530236045490056,ore,False
1,18,3,-8.0,0.0,waste,False
1,18,4,-8.0,0.0,waste,False
1,18,5,96.44601380125508,2.8131207935391647,ore,False
1,18,6,85.43561844421035,2.7887207439701047,ore,False
1,18,7,95.7936213797472,1.2433725184313769,ore,False
1,18,8,-8.0,0.0,waste,False
1,18,9,-8.0,0.0,waste,False
1,18,10,-8.0,0.0,waste,False
1,18,11,-8.0,0.0,waste,False
1,18,12,-8.0,0.0,waste,False
1,18,13,-8.0,0.0,waste,False
1,18,14,-8.0,0.0,waste,False
1,19,0,-8.0,0.0,waste,False
1,19,1,87.70159027856424,1.0750220932192576,ore,False
1,19,2,46.15625613033673,2.2407219396953493,ore,False
1,19,3,97.98134172230093,0.6633908519973559,ore,False
1,19,4,83.15930339002698,2.476807912097409,ore,False
1,19,5,90.07131011496072,2.7149443705904677,ore,False
1,19,6,-8.0,0.0,waste,False
1,19,7,41.95206252452304,2.6752471847523247,ore,False
1,19,8,109.97613381473596,1.82234283506803,ore,False
1,19,9,-8.0,0.0,waste,False
1,19,10,-8.0,0.0,waste,False
1,19,11,-8.0,0.0,waste,False
1,19,12,-8.0,0.0,waste,False
1,19,13,-8.0,0.0,waste,False
1,19,14,-8.0,0.0,waste,False
2,0,0,90.2004370574696,2.684192785465847,ore,False
2,0,1,-8.0,0.0,waste,False
2,0,2,-8.0,0.0,waste,False
2,0,3,73.70856018216561,2.343955753972229,ore,False
2,0,4,48.837929050511576,1.3865553941019413,ore,False
2,0,5,63.7046496364792,1.0840193776247748,ore,False
2,0,6,41.42991477867311,2.9693059743400787,ore,False
